,Airline Name,Overall_Rating,Review_Title,Seat Type,Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Value For Money,Recommended,Review_Subjectivity,Review_Polarity,Review_Sentiment_Score
11062,Hong Kong Airlines,1,"""calling card to win my business""",Economy Class,4.0,5.0,4.0,5.0,5.0,1,0.5921717171717171,0.34621212121212125,1
11063,Hong Kong Airlines,9,"""overall a nice experience""",Economy Class,4.0,5.0,4.0,5.0,5.0,1,0.5541666666666667,0.23564814814814816,1
11064,Hong Kong Airlines,9,"""deserves it's 4 star rating""",Economy Class,4.0,5.0,5.0,3.0,5.0,1,0.3998809523809524,0.21445767195767193,1
11065,Hong Kong Airlines,8,"""recommend enthusiastically""",Economy Class,3.0,5.0,3.0,5.0,5.0,1,0.6057387057387058,0.18965201465201462,1
11066,Hong Kong Airlines,1,"""cabin staff are very kind""",Economy Class,5.0,5.0,5.0,4.0,5.0,1,0.5875,0.36,1
11067,Hong Kong Airlines,8,"""cabin crew were nice and friendly""",Economy Class,3.0,4.0,3.0,3.0,4.0,1,0.5365418894830659,0.27689393939393936,1
11068,Hong Kong Airlines,9,"""definitely fly them again""",Economy Class,5.0,4.0,4.0,5.0,5.0,1,0.41739718614718613,0.19803165584415583,1
11069,Hong Kong Airlines,7,"""a short comfortable flight""",Economy Class,3.0,4.0,4.0,4.0,3.0,1,0.47,0.15666666666666668,1
11070,Hong Kong Airlines,2,"""first and last time""",Economy Class,3.0,3.0,2.0,1.0,1.0,0,0.33499999999999996,0.185,1
11071,Hong Kong Airlines,9,"""service is nice as a whole""",Economy Class,3.0,4.0,3.0,4.0,5.0,1,0.41593750000000007,0.24124999999999996,1
11072,Hong Kong Airlines,5,"""a pretty poor effort""",Economy Class,3.0,2.0,2.0,4.0,4.0,0,0.5290598290598291,-0.025811965811965824,-1
11073,Hong Kong Airlines,9,"""professional and attentive staff""",Economy Class,5.0,5.0,4.0,5.0,5.0,1,0.64,0.5573333333333333,1
11074,Hong Kong Airlines,9,"""great service on board""",Economy Class,4.0,4.0,3.0,4.0,4.0,1,0.5463888888888888,0.31106481481481485,1
11075,Hong Kong Airlines,9,"""very pleasant 2 hours""",Economy Class,4.0,4.0,3.0,4.0,4.0,1,0.5294920634920636,0.3538253968253968,1
11076,Hong Kong Airlines,8,"""cabin & service were excellent""",Economy Class,4.0,5.0,4.0,3.0,5.0,1,0.34570135746606334,0.10833333333333334,1
11077,Hong Kong Airlines,6,"""180 degree lie-flat bed""",Economy Class,5.0,2.0,4.0,1.0,5.0,1,0.4273569023569024,0.04848484848484848,1
11078,Hong Kong Airlines,8,"""5 hour flight was really delightful """,Economy Class,4.0,4.0,4.0,4.0,4.0,1,0.5111515151515152,0.2655097402597403,1
11079,Hong Kong Airlines,8,"""offers excellent service""",Economy Class,3.0,5.0,3.0,5.0,5.0,1,0.5621212121212121,0.19756493506493505,1
11080,Hong Kong Airlines,7,"""good value for money""",Economy Class,4.0,5.0,4.0,4.0,5.0,1,0.42833333333333334,0.22333333333333333,1
11081,Hong Kong Airlines,4,Hong Kong Airlines customer review,Economy Class,4.0,3.0,1.0,2.0,3.0,0,0.4208333333333334,-0.05499999999999999,-1
11082,Hong Kong Airlines,8,Hong Kong Airlines customer review,Economy Class,3.0,4.0,4.0,4.0,4.0,1,0.5193181818181818,0.11912878787878788,1
11083,Hong Kong Airlines,8,Hong Kong Airlines customer review,Economy Class,4.0,4.0,4.0,4.0,5.0,1,0.5413284632034632,0.4144967532467533,1
11084,Hong Kong Airlines,8,Hong Kong Airlines customer review,Economy Class,5.0,5.0,3.0,1.0,5.0,1,0.5909090909090909,0.40727272727272723,1
11085,Hong Kong Airlines,6,Hong Kong Airlines customer review,Economy Class,3.0,4.0,2.0,1.0,3.0,1,0.39464285714285713,0.10476190476190476,1
11086,Hong Kong Airlines,5,Hong Kong Airlines customer review,Economy Class,4.0,3.0,1.0,1.0,3.0,0,0.6277777777777778,0.06666666666666667,1
11087,Hong Kong Airlines,10,Hong Kong Airlines customer review,Economy Class,3.0,2.0,1.0,1.0,4.0,0,0.25083333333333335,0.024166666666666666,1
11088,Hong Kong Airlines,8,Hong Kong Airlines customer review,Economy Class,4.0,4.0,3.0,1.0,4.0,1,0.48035714285714287,0.24583333333333335,1
11089,Hong Kong Airlines,7,Hong Kong Airlines customer review,Economy Class,4.0,4.0,3.0,1.0,3.0,1,0.5156015037593985,0.19718045112781954,1
11090,Hong Kong Airlines,1,Hong Kong Airlines customer review,Economy Class,5.0,5.0,5.0,1.0,5.0,1,0.35357142857142865,0.21964285714285714,1
11091,Hong Kong Airlines,1,Hong Kong Airlines customer review,Economy Class,4.0,5.0,4.0,1.0,5.0,1,0.515,0.36,1
11092,Hong Kong Airlines,4,Hong Kong Airlines customer review,Economy Class,4.0,2.0,1.0,1.0,4.0,0,0.5310132575757576,0.10748106060606061,1
11093,HOP!,8,"""staff were friendly and helpful""",Economy Class,4.0,5.0,4.0,5.0,5.0,1,0.5088888888888891,0.3594444444444444,1
11094,HOP!,1,"""still no response from them""",Economy Class,3.0,3.0,2.0,1.0,1.0,0,0.0,0.0,0
11095,HOP!,7,"""Good service in flight""",Economy Class,4.0,5.0,3.0,4.0,3.0,1,0.41851851851851857,0.1791666666666666,1
11096,HOP!,3,"""hard pressed to use HOP""",Economy Class,1.0,5.0,3.0,2.0,2.0,0,0.32812499999999994,0.05920833333333334,1
11097,HOP!,1,"""they fail to see the problem""",Economy Class,1.0,4.0,3.0,1.0,1.0,0,0.36715686274509796,-0.07990196078431373,-1
11098,HOP!,8,"""friendly crew-members""",Economy Class,5.0,4.0,4.0,5.0,5.0,1,0.5350649350649351,0.25779220779220774,1
11099,HOP!,1,"""outstanding service""",Economy Class,5.0,5.0,5.0,3.0,5.0,1,0.4284166666666668,0.17883333333333334,1
11100,HOP!,8,"""ground and cabin staff very pleasant""",Economy Class,3.0,3.0,3.0,4.0,4.0,1,0.6394505494505496,0.3152747252747252,1
11101,HOP!,7,"""good service and comfort levels""",Economy Class,4.0,4.0,3.0,2.0,3.0,1,0.32705627705627704,0.12380952380952381,1
11102,HOP!,7,"""wouldn't recommend because of price""",Economy Class,4.0,5.0,3.0,2.0,1.0,0,0.6599999999999999,0.023333333333333338,1
11103,HOP!,7,"""atmosphere of the cabin pleasant""",Economy Class,3.0,5.0,3.0,4.0,4.0,1,0.44333333333333336,0.22666666666666666,1
11104,HOP!,9,"""services are good""",Economy Class,3.0,5.0,5.0,5.0,5.0,1,0.34632478632478636,0.15,1
11105,HOP!,1,HOP! customer review,Economy Class,1.0,3.0,1.0,1.0,1.0,0,0.2646428571428571,-0.09345238095238095,-1
11106,Horizon Air,2,"""my mask was not legal anymore""",Economy Class,1.0,1.0,1.0,1.0,2.0,0,0.37369614512471655,0.016695011337868458,1
11107,Horizon Air,1,"""crew was extremely nice""",Economy Class,5.0,5.0,5.0,5.0,5.0,1,0.6366666666666667,0.53,1
11108,Horizon Air,2,"""Very disappointed""",Economy Class,1.0,1.0,2.0,1.0,1.0,0,0.3760416666666667,-0.06562500000000002,-1
11109,Horizon Air,4,"""very poor customer service""",Economy Class,2.0,4.0,1.0,4.0,2.0,0,0.364504132231405,-0.034876033057851245,-1
11110,Horizon Air,1,"""she went above and beyond""",Economy Class,4.0,5.0,2.0,5.0,5.0,1,0.46964985994397745,0.16288515406162465,1
11111,Horizon Air,8,"""very satisfied with Horizon""",Economy Class,2.0,4.0,3.0,4.0,4.0,1,0.4107142857142857,0.12261904761904763,1
11112,Horizon Air,8,"""nice job all the way around""",Economy Class,3.0,5.0,4.0,4.0,4.0,1,0.64,0.43000000000000005,1
11113,Horizon Air,8,Horizon Air customer review,Economy Class,3.0,3.0,2.0,1.0,4.0,1,0.7145833333333333,0.4104166666666667,1
11114,Horizon Air,9,Horizon Air customer review,Economy Class,3.0,3.0,2.0,1.0,4.0,1,0.6079629629629629,0.22796296296296295,1
11115,Horizon Air,4,Horizon Air customer review,Economy Class,3.0,3.0,2.0,1.0,1.0,0,0.515625,0.43125,1
11116,Horizon Air,9,Horizon Air customer review,Economy Class,3.0,3.0,2.0,1.0,4.0,1,0.48333333333333334,0.4625,1
11117,Horizon Air,7,Horizon Air customer review,Economy Class,3.0,3.0,2.0,1.0,4.0,1,0.3653508771929824,0.1131578947368421,1
11118,Horizon Air,8,Horizon Air customer review,Economy Class,3.0,3.0,2.0,1.0,4.0,1,0.42500000000000004,0.32499999999999996,1
11119,Horizon Air,10,Horizon Air customer review,Economy Class,3.0,3.0,2.0,1.0,1.0,0,0.75,0.15,1
11120,Horizon Air,9,Horizon Air customer review,Economy Class,3.0,3.0,2.0,1.0,4.0,1,0.5666666666666668,0.33194444444444443,1
11121,Horizon Air,3,Horizon Air customer review,Economy Class,3.0,3.0,2.0,1.0,4.0,0,0.6557291666666666,-0.026822916666666675,-1
11122,Horizon Air,9,Horizon Air customer review,Economy Class,3.0,3.0,2.0,1.0,4.0,1,0.3444444444444444,0.049999999999999996,1
11123,Horizon Air,1,Horizon Air customer review,Economy Class,3.0,3.0,2.0,1.0,2.0,0,0.4516666666666667,0.08166666666666664,1
11124,Horizon Air,4,Horizon Air customer review,Economy Class,3.0,3.0,2.0,1.0,2.0,0,0.5045454545454545,0.1488636363636364,1
11125,Horizon Air,4,Horizon Air customer review,Economy Class,3.0,3.0,2.0,1.0,2.0,0,0.5892857142857143,0.4026785714285714,1
11126,Horizon Air,4,Horizon Air customer review,Economy Class,3.0,3.0,2.0,1.0,2.0,0,0.5565476190476191,0.3672619047619048,1
11127,Horizon Air,5,Horizon Air customer review,Economy Class,3.0,3.0,2.0,1.0,2.0,0,0.5264309764309765,0.33320707070707073,1
11128,Horizon Air,4,Horizon Air customer review,Economy Class,3.0,3.0,2.0,1.0,2.0,0,0.5027777777777779,0.06666666666666667,1
11129,Horizon Air,5,Horizon Air customer review,Economy Class,3.0,3.0,2.0,1.0,2.0,0,0.5375,0.1875,1
11130,Horizon Air,5,Horizon Air customer review,Economy Class,3.0,3.0,2.0,1.0,2.0,0,0.5375,0.1875,1
11131,Hunnu Air,9,"""pleasantly appointed ATR 72""",Economy Class,5.0,5.0,4.0,4.0,4.0,1,0.375,0.29104166666666664,1
11132,Iberia,2,"""could not attach the gate to the door""",Economy Class,3.0,4.0,4.0,1.0,2.0,0,0.41583333333333333,0.043125000000000004,1
11133,Iberia,1,"""Crew first, passengers perhaps later""",Economy Class,1.0,1.0,1.0,1.0,1.0,0,0.33229166666666665,-0.04374999999999999,-1
11134,Iberia,1,"""our IB flight was delayed for over 2 hours""",Economy Class,3.0,1.0,1.0,1.0,1.0,0,0.6305303030303029,-0.10714646464646466,-1
11135,Iberia,3,"""on Level we had no meal""",Economy Class,3.0,3.0,1.0,2.0,2.0,0,0.5224893162393163,0.022836538461538474,1
11136,Iberia,1,"""entire stay in Madrid without our luggage""",Economy Class,1.0,2.0,2.0,2.0,1.0,0,0.4270833333333333,-0.14444444444444446,-1
11137,Iberia,1,"""we had spent an additional 30 minutes arguing""",Economy Class,1.0,1.0,2.0,1.0,1.0,0,0.4009259259259259,0.07407407407407406,1
11138,Iberia,1,"""Denied Boarding at Check-in counter""",Economy Class,1.0,1.0,2.0,1.0,1.0,0,0.3773611111111111,0.009930555555555554,1
11139,Iberia,1,"""they tell me I’m on standby""",Economy Class,3.0,3.0,2.0,2.0,1.0,0,0.4270833333333333,0.16875,1
11140,Iberia,1,"""I'll never fly Iberia again""",Economy Class,2.0,3.0,2.0,1.0,1.0,0,0.5194444444444444,-0.16666666666666666,-1
11141,Iberia,1,"""delayed by two days""",Economy Class,3.0,3.0,2.0,1.0,1.0,0,0.0,0.0,0
11142,Iberia,1,"""no customer service here""",Economy Class,1.0,3.0,2.0,1.0,1.0,0,0.4801282051282051,0.017788461538461534,1
11143,Iberia,1,"""a very good value for money""",Economy Class,5.0,5.0,2.0,5.0,5.0,1,0.6816161616161617,0.1807070707070707,1
11144,Iberia,8,"""a satisfying flight""",Economy Class,4.0,4.0,3.0,4.0,4.0,1,0.5,0.18333333333333335,1
11145,Iberia,1,"""I was denied boarding passes""",Economy Class,3.0,3.0,2.0,1.0,1.0,0,0.4080808080808081,0.004040404040404036,1
11146,Iberia,3,"""waiting for a resolution"" ",Economy Class,2.0,2.0,2.0,1.0,1.0,0,0.48120748299319727,0.13375850340136056,1
11147,Iberia,3,"""cramped seats made it uncomfortable""",Economy Class,1.0,3.0,1.0,3.0,1.0,0,0.65625,-0.17604166666666665,-1
11148,Iberia,5,"""I'd recommend not purchasing anything extra""",Economy Class,4.0,4.0,4.0,5.0,3.0,0,0.5212522045855379,0.08024140211640211,1
11149,Iberia,2,"""most uncomfortable"" ",Economy Class,1.0,2.0,2.0,3.0,2.0,0,0.76,-0.13999999999999999,-1
11150,Iberia,5,"""finally agreed to put us in a taxi""",Economy Class,3.0,4.0,2.0,4.0,4.0,0,0.4154761904761905,-0.08690476190476189,-1
11151,Iberia,3,"""Seats were comfortable""",Economy Class,5.0,2.0,2.0,2.0,3.0,0,0.65,0.35000000000000003,1
11152,Iberia,2,"""I experienced 45 mins delay""",Economy Class,3.0,2.0,2.0,1.0,1.0,0,0.36923076923076925,0.16875,1
11153,Iberia,9,"""improving year after year""",Economy Class,4.0,5.0,3.0,4.0,5.0,1,0.5242724867724867,0.16398809523809527,1
11154,Iberia,1,"""I asked her to make an exception""",Economy Class,1.0,1.0,4.0,1.0,1.0,0,0.4,0.0,0
11155,Iberia,3,"""rather take another airline"" ",Economy Class,2.0,2.0,1.0,2.0,1.0,0,0.43333333333333335,0.1625,1
11156,Iberia,3,"""I was sorely disappointed""",Economy Class,2.0,2.0,1.0,1.0,1.0,0,0.35285714285714276,-0.03928571428571428,-1
11157,Iberia,4,"""Big inconvenience""",Economy Class,2.0,4.0,3.0,2.0,3.0,0,0.6875,0.15,1
11158,Iberia,3,"""my suitcase did not arrive""",Economy Class,3.0,3.0,2.0,2.0,3.0,0,0.19285714285714287,0.028571428571428574,1
11159,Iberia,1,"""assistance is really poor""",Economy Class,1.0,1.0,2.0,1.0,1.0,0,0.6,-0.2,-1
11160,Iberia,1,"""told me that I need a mask""",Economy Class,3.0,3.0,2.0,1.0,1.0,0,0.45,-0.15208333333333335,-1
11161,Iberia,1,"""hung up on even while I was still speaking""",Economy Class,3.0,3.0,2.0,1.0,1.0,0,0.3373822256175196,-0.021390374331550808,-1
11162,Iberia,6,"""honors its contract with passengers""",Economy Class,2.0,3.0,4.0,3.0,3.0,1,0.5523809523809524,0.16666666666666666,1
11163,Iberia,1,"""their policy is cheques only""",Economy Class,2.0,2.0,2.0,1.0,1.0,0,0.772077922077922,-0.016233766233766236,-1
11164,Iberia,7,"""a very positive experience""",Economy Class,5.0,5.0,5.0,3.0,4.0,1,0.5554859404859404,0.23832309582309583,1
11165,Iberia,3,"""last time I am flying with Iberia""",Economy Class,2.0,1.0,2.0,2.0,2.0,0,0.6292857142857143,-0.13380952380952377,-1
11166,Iberia,3,"""Any kind of service was painfully slow""",Economy Class,1.0,4.0,5.0,3.0,3.0,0,0.508252801120448,-0.0001610644257703193,-1
11167,Iberia,9,"""Iberia provided a good flight""",Economy Class,4.0,3.0,2.0,3.0,5.0,1,0.5166666666666667,0.21111111111111114,1
11168,Iberia,9,"""Very nice staff""",Economy Class,5.0,4.0,2.0,5.0,5.0,1,0.7333333333333334,0.63,1
11169,Iberia,1,"""Iberia is an absolute nightmare""",Economy Class,1.0,1.0,2.0,1.0,1.0,0,0.8222222222222223,-0.03333333333333325,-1
11170,Iberia,4,"""no one has taken responsibility""",Economy Class,4.0,5.0,1.0,4.0,3.0,0,0.49071428571428577,-0.12300000000000001,-1
11171,Iberia,2,"""issue is with their baggage service""",Economy Class,3.0,4.0,3.0,1.0,4.0,0,0.24000000000000005,0.2,1
11172,Iberia,4,"""no safety demos""",Economy Class,3.0,3.0,4.0,5.0,4.0,0,0.4333333333333333,0.11333333333333333,1
11173,Iberia,1,"""changed my flight unilaterally""",Economy Class,1.0,1.0,1.0,1.0,1.0,0,0.7625000000000001,-0.5708333333333333,-1
11174,Iberia,2,"""I was mistreated by the counter personnel""",Economy Class,1.0,1.0,3.0,1.0,1.0,0,0.6461538461538462,-0.21230769230769228,-1
11175,Iberia,1,"""rudest, most abrasive staff""",Economy Class,1.0,1.0,2.0,1.0,1.0,0,0.5378703703703703,0.09175925925925925,1
11176,Iberia,1,"""seem to not be super competent""",Economy Class,3.0,2.0,2.0,1.0,1.0,0,0.4807429453262787,0.11233465608465609,1
11177,Iberia,1,"""Waiting for my baggage for 4 days""",Economy Class,1.0,3.0,4.0,1.0,1.0,0,0.95,-0.09999999999999998,-1
11178,Iberia,7,"""everything went very smooth""",Economy Class,3.0,2.0,2.0,4.0,4.0,1,0.61,0.42400000000000004,1
11179,Iberia,1,"""2 days before the flight they denied the dog""",Economy Class,3.0,3.0,2.0,1.0,1.0,0,0.2727272727272727,0.11515151515151513,1
11180,Iberia,2,"""placed in random seats on the back""",Economy Class,1.0,1.0,1.0,1.0,1.0,0,0.22972222222222222,-0.06555555555555556,-1
11181,Iberia,1,"""been waiting 3 days for our bags""",Economy Class,1.0,1.0,2.0,1.0,1.0,0,0.5658008658008659,0.16569264069264072,1
11182,Iberia,1,"""unhelpful and not service oriented""",Economy Class,1.0,1.0,2.0,1.0,1.0,0,0.37589285714285714,-0.053648809523809536,-1
11183,Iberia,1,"""lack of communication""",Economy Class,4.0,2.0,3.0,1.0,1.0,0,0.5036458333333332,-0.05790719696969698,-1
11184,Iberia,1,"""atrocious customer service""",Economy Class,1.0,1.0,1.0,1.0,1.0,0,0.638888888888889,0.08452380952380954,1
11185,Iberia,3,"""shortage of cabin space for suitcases""",Economy Class,1.0,1.0,2.0,3.0,2.0,0,0.5596153846153846,-0.019487179487179488,-1
11186,Iberia,1,"""arrived at the airport 2 hours before boarding""",Economy Class,3.0,3.0,2.0,1.0,1.0,0,0.525,-0.3,-1
11187,Iberia,6,"""not credit any more miles with partner airlines""",Economy Class,3.0,4.0,2.0,3.0,3.0,0,0.4243589743589744,-0.07307692307692307,-1
11188,Iberia,1,"""do not fly Iberia""",Economy Class,1.0,1.0,1.0,1.0,1.0,0,0.5633333333333332,-0.18999999999999997,-1
11189,Iberia,9,"""good experience with this airline""",Economy Class,5.0,5.0,4.0,5.0,5.0,1,0.5249896928468357,0.29350030921459497,1
11190,Iberia,2,"""I find it very annoying being forced to check my carry on luggage""",Economy Class,3.0,3.0,2.0,2.0,1.0,0,0.5593137254901961,-0.015686274509803932,-1
11191,Iberia,3,"""The airline has lost our bags""",Economy Class,2.0,3.0,2.0,2.0,2.0,0,0.5777777777777778,-0.027777777777777776,-1
11192,Iberia,1,"""come to the airport and hunt them down""",Economy Class,1.0,2.0,2.0,1.0,2.0,0,0.29413580246913584,0.11453423120089787,1
11193,Iberia,1,"""the airline lost our suitcase"" ",Economy Class,1.0,2.0,2.0,2.0,1.0,0,0.5166666666666667,-0.08564814814814814,-1
11194,Iberia,1,"""Terrible customer service""",Economy Class,2.0,1.0,1.0,2.0,2.0,0,0.788888888888889,-0.3333333333333333,-1
11195,Iberia,1,"""Still no refund given""",Economy Class,1.0,3.0,2.0,1.0,1.0,0,0.375,-0.25,-1
11196,Iberia,2,"""so much time and trouble""",Economy Class,4.0,3.0,2.0,4.0,2.0,0,0.16666666666666666,0.06666666666666667,1
11197,Iberia,3,"""damaged my luggage 22 days ago""",Economy Class,1.0,2.0,3.0,1.0,2.0,0,0.1487012987012987,-0.0025974025974025983,-1
11198,Iberia,4,"""I will never fly Iberia again""",Economy Class,2.0,3.0,2.0,1.0,2.0,0,0.5571428571428572,-0.2714285714285714,-1
11199,Iberia,8,"""really good experience""",Economy Class,5.0,4.0,4.0,4.0,5.0,1,0.5329326676907323,0.24626152073732718,1
11200,Iberia,1,"""three days without my essentials""",Economy Class,3.0,4.0,2.0,1.0,4.0,0,0.284375,0.134375,1
11201,Iberia,2,"""have never seen such unhelpful, frankly lazy, and rude customer service""",Economy Class,2.0,5.0,2.0,1.0,2.0,0,0.6424296536796537,-0.11657467532467529,-1
11202,Iberia,3,"""My worst flight by far""",Economy Class,1.0,1.0,2.0,1.0,2.0,0,0.4125,-0.1125,-1
11203,Iberia,1,"""told that the ticket was never canceled""",Economy Class,4.0,4.0,4.0,1.0,1.0,0,0.5,0.0,0
11204,Iberia,1,"""Save yourself money and stress""",Economy Class,3.0,1.0,2.0,1.0,1.0,0,0.4186363636363637,0.05227272727272727,1
11205,Iberia,2,"""expectations that were not met""",Economy Class,1.0,1.0,2.0,1.0,1.0,0,0.4036038961038961,0.15409090909090908,1
11206,Iberia,5,"""FA were very strict and cautious""",Economy Class,2.0,3.0,2.0,1.0,2.0,0,0.38,0.1,1
11207,Iberia,2,"""I will take another airline""",Economy Class,2.0,1.0,1.0,3.0,1.0,0,0.5637529137529137,0.012354312354312351,1
11208,Iberia,1,"""The customer service is appalling""",Economy Class,1.0,1.0,1.0,1.0,1.0,0,0.6111111111111112,-0.13333333333333333,-1
11209,Iberia,1,"""this was the first on Iberia - and the last""",Economy Class,1.0,1.0,1.0,4.0,1.0,0,0.40960588793922126,-0.008807870370370365,-1
11210,Iberia,1,"""beyond terrible""",Economy Class,2.0,2.0,1.0,1.0,2.0,0,0.4898809523809525,0.049107142857142856,1
11211,Iberia,1,"""70 euros when we carried our bag""",Economy Class,1.0,1.0,1.0,1.0,1.0,0,0.6611111111111111,0.022222222222222237,1
11212,Iberia,1,"""totally unempathetic and unhelpful""",Economy Class,3.0,3.0,2.0,1.0,1.0,0,0.6253174603174604,0.04595238095238095,1
11213,Iberia,1,"""getting off the plane was even worse""",Economy Class,1.0,1.0,2.0,1.0,2.0,0,0.39468253968253963,0.016388888888888894,1
11214,Iberia,1,"""did not perform the safety briefing""",Economy Class,1.0,2.0,2.0,3.0,2.0,0,0.5122222222222221,-0.09555555555555556,-1
11215,Iberia,1,"""They lost my baggage""",Economy Class,1.0,1.0,1.0,1.0,1.0,0,0.7050000000000001,-0.21000000000000002,-1
11216,Iberia,1,"""Their customer service is horrible""",Economy Class,2.0,5.0,4.0,1.0,1.0,0,0.5333333333333333,-0.08333333333333333,-1
11217,Iberia,2,"""Most bizarre and ridiculous booking experience""",Economy Class,3.0,3.0,2.0,1.0,1.0,0,0.45760836385836384,0.05167124542124542,1
11218,Iberia,2,"""worst in customer service""",Economy Class,2.0,1.0,1.0,3.0,2.0,0,0.5380952380952381,-0.42142857142857143,-1
11219,Iberia,1,"""be sure you book with Iberia and not LEVEL""",Economy Class,3.0,3.0,2.0,2.0,3.0,0,0.4027777777777778,0.075,1
11220,Iberia,1,"""customer support is the worst""",Economy Class,3.0,3.0,2.0,1.0,1.0,0,0.5674242424242424,-0.08106060606060606,-1
11221,Iberia,8,"""fabulous crew on board""",Economy Class,2.0,5.0,4.0,4.0,5.0,1,0.6007142857142858,0.051233766233766215,1
11222,Iberia,2,"""passengers were stuck in immigration""",Economy Class,3.0,3.0,2.0,1.0,1.0,0,0.49714285714285716,-0.06285714285714286,-1
11223,Iberia,1,"""find connecting flight closed""",Economy Class,1.0,2.0,2.0,1.0,1.0,0,0.6857142857142857,-0.05714285714285714,-1
11224,Iberia,4,"""Food was eatable but no more than that""",Economy Class,3.0,2.0,2.0,5.0,4.0,0,0.5373271889400921,0.03188684075780852,1
11225,Iberia,1,"""Don't pay for upgrades in advance""",Economy Class,1.0,1.0,1.0,1.0,1.0,0,0.28106060606060607,0.07272727272727274,1
11226,Iberia,4,"""flight was a big disappointment""",Economy Class,5.0,1.0,3.0,3.0,2.0,0,0.5394647944647945,0.0390059015059015,1
11227,Iberia,9,"""wide bodied jets make business class an attractive option""",Economy Class,4.0,4.0,5.0,4.0,5.0,1,0.7225,0.4262500000000001,1
11228,Iberia,2,"""Problems were first a late flight""",Economy Class,4.0,4.0,3.0,1.0,1.0,0,0.30416666666666664,-0.041666666666666664,-1
11229,Iberia,3,"""at times frustrating experience""",Economy Class,3.0,1.0,1.0,1.0,3.0,0,0.519151515151515,0.01975757575757577,1
11230,Iberia,1,"""never fly with Iberia""",Economy Class,3.0,2.0,1.0,4.0,1.0,0,0.38,0.06000000000000001,1
11231,Iberia,1,"""no service, attendants ignored call bell""",Economy Class,1.0,1.0,1.0,1.0,1.0,0,0.4367063492063492,-0.07063492063492065,-1
11232,Iberia Express,2,"""airline is the least comfortable""",Economy Class,1.0,2.0,2.0,3.0,2.0,0,0.5750000000000001,-0.024999999999999994,-1
11233,Iberia Express,8,"""Overall a pleasant experience""",Economy Class,4.0,5.0,5.0,4.0,5.0,1,0.4189209912894123,0.13082137161084528,1
11234,Iberia Express,1,"""Very disappointed with the customer service""",Economy Class,1.0,2.0,1.0,1.0,1.0,0,0.5731481481481482,-0.061111111111111116,-1
11235,Iberia Express,3,"""delay of 45 minutes at first""",Economy Class,3.0,3.0,2.0,1.0,1.0,0,0.5611111111111111,0.44166666666666665,1
11236,Iberia Express,1,"""such a poor service"" ",Economy Class,1.0,1.0,2.0,1.0,1.0,0,0.49423076923076914,-0.055769230769230765,-1
11237,Iberia Express,2,"""have my hand luggage checked""",Economy Class,1.0,2.0,2.0,1.0,2.0,0,0.41666666666666663,-0.4,-1
11238,Iberia Express,1,"""flight left without our bags""",Economy Class,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,0
11239,Iberia Express,2,"""worst airline I have ever flown""",Economy Class,1.0,1.0,2.0,2.0,2.0,0,0.5915564373897707,0.13104056437389774,1
11240,Iberia Express,1,"""Service is very basic""",Economy Class,2.0,1.0,1.0,1.0,1.0,0,0.3610119047619048,0.1398809523809524,1
11241,Iberia Express,1,"""call center is terrible""",Economy Class,1.0,1.0,2.0,1.0,1.0,0,0.38571428571428573,-0.15714285714285717,-1
11242,Iberia Express,3,"""completely disappointing experience with this airline!""",Economy Class,2.0,3.0,2.0,1.0,2.0,0,0.4785555555555555,-0.14833333333333334,-1
11243,Iberia Express,8,"""Overall a very nice flight""",Economy Class,3.0,5.0,5.0,4.0,5.0,1,0.48088235294117654,0.31764705882352945,1
11244,Iberia Express,1,"""Absolutely unacceptable customer service""",Economy Class,1.0,2.0,2.0,1.0,1.0,0,0.5010262725779967,-0.00801108374384238,-1
11245,Iberia Express,8,"""staff were very cautious about mask wearing""",Economy Class,3.0,3.0,1.0,4.0,5.0,1,0.31,0.14,1
11246,Iberia Express,1,"""did not let us board the flight""",Economy Class,3.0,3.0,2.0,1.0,1.0,0,0.36018518518518516,-0.175,-1
11247,Iberia Express,7,"""a nice experience""",Economy Class,3.0,4.0,4.0,4.0,5.0,1,0.5503209109730848,0.10291925465838511,1
11248,Iberia Express,1,"""your staff were simply disgusting in their attitude""",Economy Class,1.0,1.0,2.0,1.0,1.0,0,0.6087301587301588,-0.1111111111111111,-1
11249,Iberia Express,1,"""No refund given from Iberia""",Economy Class,1.0,1.0,1.0,1.0,1.0,0,0.34375,-0.28125,-1
11250,Iberia Express,1,"""Two weeks later I'm still waiting""",Economy Class,3.0,3.0,2.0,1.0,1.0,0,0.37986111111111104,-0.09375,-1
11251,Iberia Express,8,"""Great job for a low-cost""",Economy Class,3.0,4.0,3.0,5.0,4.0,1,0.6375,0.403125,1
11252,Iberia Express,4,"""Iberia's low cost subsidiary""",Economy Class,2.0,2.0,2.0,1.0,1.0,0,0.3916666666666666,-0.04999999999999999,-1
11253,Iberia Express,1,"""unsatisfied and disappointed""",Economy Class,1.0,2.0,2.0,1.0,1.0,0,0.4578089569160998,-0.04341324598021029,-1
11254,Iberia Express,3,"""service is extremely limited""",Economy Class,2.0,2.0,1.0,3.0,2.0,0,0.5192857142857144,0.08285714285714285,1
